subject,expected,false,category,ctrl_prob_correct,ctrl_prob_false,ctrl_logit_diff,ctrl_in_top5,ctrl_entropy,neg_prob_correct,neg_prob_false,neg_logit_diff,neg_in_top5,neg_entropy,prob_drop,false_boost,entropy_change,logit_diff_change
Laurent Cars, Paris,Philadelphia,occupation,0.014741777442395687,0.0003314185014460236,3.7950587272644043,True,4.336931228637695,0.00078667385969311,0.006172216031700373,-2.059999465942383,False,4.983272552490234,0.013955103582702577,0.005840797530254349,0.6463413238525391,-5.855058193206787
Bornu Empire, Islam,Christianity,other,0.10229644924402237,0.05460786074399948,0.6276969909667969,True,5.383031845092773,0.1088888943195343,0.0025465888902544975,3.755573272705078,True,5.536455154418945,-0.006592445075511932,-0.052061271853744984,0.15342330932617188,3.1278762817382812
Charles II of Spain, Spain,Ukraine,nationality,0.019811267033219337,0.0006054569385014474,3.488022804260254,False,2.9518070220947266,0.0020643111784011126,0.005326587241142988,-0.9479141235351562,False,4.835752010345459,0.017746955854818225,0.004721130302641541,1.8839449882507324,-4.43593692779541
Google AdSense, Google,Microsoft,science,0.6653401255607605,0.002516815671697259,5.577303886413574,True,1.9387024641036987,0.00479548517614603,0.0003835230600088835,2.5260305404663086,False,5.3522629737854,0.6605446403846145,-0.0021332926116883755,3.4135605096817017,-3.0512733459472656
Hotel Vancouver, Vancouver,Minneapolis,other,0.06281514465808868,3.337939006087254e-06,9.842597961425781,True,3.856790542602539,0.009376056492328644,0.00022609067673329264,3.724978446960449,False,5.262116432189941,0.05343908816576004,0.00022275273772720539,1.4053258895874023,-6.117619514465332
Mountain Jews, Judaism,Christianity,other,0.008019997738301754,0.00013925890380050987,4.053358554840088,False,5.629222869873047,0.029350893571972847,0.0014261010801419616,3.024378776550293,False,4.558575630187988,-0.021330895833671093,0.0012868421763414517,-1.0706472396850586,-1.028979778289795
Charlotte/Douglas International Airport, Charlotte,BBC,other,0.07652291655540466,5.687366865458898e-06,9.507098197937012,True,3.728626251220703,4.580087261274457e-05,0.0001267363695660606,-1.017806053161621,False,3.8184752464294434,0.07647711568279192,0.0001210490027006017,0.08984899520874023,-10.524904251098633
L'Acadie Nouvelle, French,Spanish,other,0.08632686734199524,0.0005068330792710185,5.137714385986328,True,4.8745222091674805,0.03446630761027336,0.002923292340710759,2.4672718048095703,True,3.7818667888641357,0.05186055973172188,0.0024164592614397407,-1.0926554203033447,-2.670442581176758
Nissan Skyline, Nissan,Microsoft,science,0.06790123879909515,0.00012086553761037067,6.3311309814453125,True,6.306215763092041,0.0013392202090471983,0.0005026243743486702,0.9799995422363281,False,5.127618789672852,0.06656201859004796,0.0003817588367382996,-1.1785969734191895,-5.351131439208984
Bernese Oberland, German,English,language,0.21024839580059052,0.21483418345451355,-0.021576881408691406,True,4.075163841247559,0.1337902843952179,0.010355272330343723,2.5587778091430664,True,4.967985153198242,0.07645811140537262,-0.20447891112416983,0.8928213119506836,2.580354690551758
Tatsu Aoki, Tokyo,Seattle,other,0.06805960834026337,0.0002941616403404623,5.444009780883789,True,3.8545329570770264,0.012180902995169163,0.028455542400479317,-0.8484735488891602,False,5.266688823699951,0.055878705345094204,0.028161380760138854,1.4121558666229248,-6.292483329772949
Mars, Mars,Adelaide,other,0.023997275158762932,2.7457697342470055e-06,9.075634002685547,True,1.5129029750823975,0.001996878534555435,0.0003541436162777245,1.7296380996704102,False,4.471292018890381,0.022000396624207497,0.0003513978465434775,2.9583890438079834,-7.345995903015137
Toyota Yaris Verso, Toyota,Douglas,other,0.3815349042415619,5.8981120673706755e-05,8.774740219116211,True,4.19055700302124,0.0012508195359259844,5.649530066875741e-05,3.0973968505859375,False,5.228217124938965,0.3802840847056359,-2.485820004949346e-06,1.0376601219177246,-5.677343368530273
ITC Entertainment, London,Santiago,geography,0.02340089902281761,0.0002593011304270476,4.50253963470459,False,5.5284552574157715,0.00021464040037244558,0.00040434006950818,-0.6332921981811523,False,2.9112424850463867,0.023186258622445166,0.0001450389390811324,-2.6172127723693848,-5.135831832885742
ayatollah, Islam,Buddhism,other,0.3505558371543884,4.505374454311095e-05,8.959419250488281,True,3.9994235038757324,0.015294277109205723,0.0013291187351569533,2.442962646484375,False,4.67462158203125,0.3352615600451827,0.0012840649906138424,0.6751980781555176,-6.516456604003906
Cambridge, Cambridge,Lyon,other,0.032439224421978,1.114387941925088e-06,10.278818130493164,True,3.0227580070495605,0.0020402686204761267,0.0001025063029373996,2.990912437438965,False,5.213265419006348,0.03039895580150187,0.00010139191499547451,2.190507411956787,-7.287905693054199
Renault Sport Spider, Renault,BMW,science,0.5495697259902954,0.0004443250363692641,7.120334625244141,True,3.1299619674682617,0.035188209265470505,0.006592961959540844,1.674708366394043,False,4.435500621795654,0.5143815167248249,0.00614863692317158,1.3055386543273926,-5.445626258850098
BMW 7 Series, BMW,Triumph,science,0.6498795747756958,2.5106584871537052e-05,10.161412239074707,True,2.3206493854522705,0.017171356827020645,0.0012535540154203773,2.617259979248047,False,4.181207180023193,0.6327082179486752,0.0012284474305488402,1.8605577945709229,-7.54415225982666
Gilles Marie Oppenord, Paris,Chicago,other,0.06336146593093872,0.000985940219834447,4.163015365600586,True,5.1532206535339355,0.003531404072418809,0.006582592148333788,-0.6227331161499023,False,5.069427490234375,0.05983006185851991,0.005596651928499341,-0.08379316329956055,-4.785748481750488
Jean-Hilaire Aubame, French,Chinese,other,0.04538688436150551,1.3351435882213991e-05,8.131354331970215,True,0.8036791086196899,0.00024029541236814111,4.985610212315805e-05,1.572728157043457,False,4.201312065124512,0.04514658894913737,3.650466624094406e-05,3.3976329565048218,-6.558626174926758
Norwegian Museum of Cultural History, Oslo,Rome,geography,0.08474880456924438,1.805765350582078e-05,8.453877449035645,True,3.4035720825195312,0.0032585759181529284,0.00021923086023889482,2.698920249938965,False,2.9221267700195312,0.08149022865109146,0.00020117320673307404,-0.4814453125,-5.75495719909668
Nelida Lobato, Argentina,England,nationality,0.03916628658771515,0.0006148096872493625,4.154258728027344,True,4.496860980987549,3.1646661227568984e-05,0.00016761143342591822,-1.667015552520752,False,4.850945949554443,0.03913463992648758,-0.00044719825382344425,0.35408496856689453,-5.821274280548096
Chrysler 200, Chrysler,Nokia,science,0.1923632174730301,7.669767910556402e-06,10.129854202270508,True,5.192461967468262,0.0025912343990057707,0.001326610567048192,0.6695070266723633,False,4.9098687171936035,0.18977198307402432,0.0013189407991376356,-0.2825932502746582,-9.460347175598145
BMW M40, BMW,Ferrari,other,0.5029815435409546,0.0005909810424782336,6.746524810791016,True,3.237673759460449,0.002398216398432851,0.0016994568286463618,0.34441661834716797,False,5.354126453399658,0.5005833271425217,0.0011084757861681283,2.116452693939209,-6.402108192443848
Bharat Agnihotri, India,Hamburg,other,0.06472296267747879,6.614774611080065e-05,6.885980606079102,True,4.829573631286621,0.003935401793569326,0.0017624477623030543,0.803309440612793,False,4.3970232009887695,0.060787560883909464,0.0016963000161922537,-0.43255043029785156,-6.082671165466309
Bundesautobahn 5, Germany,Microsoft,other,0.09807559102773666,0.00010404077329440042,6.848711013793945,True,4.590634346008301,0.0007486141403205693,0.002692615380510688,-1.2800445556640625,False,3.892805337905884,0.0973269768874161,0.0025885746072162874,-0.697829008102417,-8.128755569458008
Nizhneserginsky District, Russia,Canada,geography,0.08309689909219742,0.0013942240038886666,4.087669372558594,True,5.173323631286621,0.005001384764909744,0.00023481440439354628,3.0586748123168945,False,3.8875672817230225,0.07809551432728767,-0.0011594095994951203,-1.2857563495635986,-1.0289945602416992
Da'i, Islam,Judaism,other,0.026310382410883904,0.0003540499310474843,4.308280944824219,False,4.653609752655029,0.0053492398001253605,0.006055970676243305,-0.12409019470214844,False,4.686704635620117,0.020961142610758543,0.005701920745195821,0.03309488296508789,-4.432371139526367
French Resistance, France,Maharashtra,geography,0.03145310655236244,5.728999440179905e-06,8.610712051391602,True,4.74639892578125,0.0008677572477608919,0.003177385777235031,-1.2979021072387695,False,2.8848538398742676,0.03058534930460155,0.0031716567777948512,-1.8615450859069824,-9.908614158630371
Andrew Ibrahim, Islam,Buddhism,other,0.34493938088417053,0.0020812279544770718,5.110410690307617,True,4.163170337677002,0.4183821380138397,0.0012064076727256179,5.848748207092285,True,3.8769612312316895,-0.07344275712966919,-0.0008748202817514539,-0.2862091064453125,0.738337516784668
Idaho, English,Icelandic,language,0.7109829187393188,0.00010207374725723639,8.848708152770996,True,2.160623073577881,0.13866017758846283,0.0025392670650035143,4.000150680541992,True,5.315183162689209,0.572322741150856,0.002437193317746278,3.154560089111328,-4.848557472229004
Shanghai Shenxin F.C., Shanghai,Albuquerque,other,0.04359030723571777,1.052525931299897e-06,10.631397247314453,True,3.8109142780303955,0.019475160166621208,0.00011537439422681928,5.1287126541137695,True,1.9633907079696655,0.024115147069096565,0.00011432186829551938,-1.84752357006073,-5.502684593200684
Victoria Land, Victoria,Hollywood,other,0.015833614394068718,0.00011864654516102746,4.893741607666016,False,4.254233360290527,0.0011153104715049267,0.001103625283576548,0.010532379150390625,False,4.9278998374938965,0.014718303922563791,0.0009849787384155206,0.6736664772033691,-4.883209228515625
USS Virginia, Virginia,Plato,other,0.016350960358977318,4.5093092921888456e-06,8.195898056030273,False,3.159893274307251,0.0001815391588024795,1.096512278309092e-05,2.8067517280578613,False,4.028110504150391,0.01616942120017484,6.455813490902074e-06,0.8682172298431396,-5.389146327972412
Gabriel-Marie Garrone, France,Belgium,nationality,0.18898651003837585,0.01126013696193695,2.820406913757324,True,4.1285786628723145,0.0017849159194156528,0.0026078782975673676,-0.3791656494140625,False,5.003354072570801,0.1872015941189602,-0.008652258664369583,0.8747754096984863,-3.1995725631713867
Jack Kemp, football,soccer,occupation,0.0017092007910832763,0.0006580757326446474,0.9544610977172852,False,6.01654577255249,0.007857081480324268,0.013082184828817844,-0.5098361968994141,False,4.339146614074707,-0.006147880689240992,0.012424109096173197,-1.6773991584777832,-1.4642972946166992
Kalraj Mishra, India,Taiwan,nationality,0.42107975482940674,6.929367373231798e-05,8.712224006652832,True,3.504835367202759,0.026281483471393585,0.00456406781449914,1.750650405883789,False,4.892858505249023,0.39479827135801315,0.004494774140766822,1.3880231380462646,-6.961573600769043
Haakon V of Norway, Norway,France,nationality,0.0955546572804451,0.013666982762515545,1.9447154998779297,True,4.505181312561035,0.0008173349779099226,0.0024303458631038666,-1.0897397994995117,False,5.345069408416748,0.09473732230253518,-0.011236636899411678,0.8398880958557129,-3.0344552993774414
Gwen Stefani, English,French,other,0.21916238963603973,0.07259592413902283,1.1049041748046875,True,3.8743200302124023,0.006238612812012434,0.008742527104914188,-0.33744144439697266,False,5.163210868835449,0.2129237768240273,-0.06385339703410864,1.2888908386230469,-1.4423456192016602
Mukul Roy, India,France,nationality,0.44744181632995605,0.0022123840171843767,5.309475898742676,True,3.2709896564483643,0.0029338346794247627,0.00309541542083025,-0.05361175537109375,False,4.9133992195129395,0.4445079816505313,0.0008830314036458731,1.6424095630645752,-5.3630876541137695
Jean Sorel, French,Spanish,other,0.6517515182495117,0.028249571099877357,3.138585090637207,True,2.2288124561309814,0.015960367396473885,0.005806329660117626,1.011159896850586,False,5.130593299865723,0.6357911508530378,-0.02244324143975973,2.901780843734741,-2.127425193786621
Amar en tiempos revueltos, Spanish,Dutch,language,0.14694057404994965,0.002008284442126751,4.292747497558594,True,5.777456283569336,0.15645894408226013,0.011557962745428085,2.605419158935547,True,4.917304039001465,-0.009518370032310486,0.009549678303301334,-0.8601522445678711,-1.6873283386230469
The Manila Times, Manila,Wilmington,other,0.020751429721713066,4.029167757835239e-05,6.24422550201416,True,4.52262544631958,0.03894323110580444,0.00041001124191097915,4.553675651550293,True,2.4186923503875732,-0.018191801384091377,0.00036971956433262676,-2.103933095932007,-1.6905498504638672
Chevrolet HHR, Chevrolet,Suzuki,other,0.07728704810142517,0.00032092779292725027,5.484065532684326,True,5.1135454177856445,0.0018833078211173415,0.0014672685647383332,0.24962711334228516,False,3.860210657119751,0.07540374028030783,0.001146340771811083,-1.2533347606658936,-5.234438419342041
Brooks Sports, Seattle,Singapore,other,0.004826873540878296,0.0006684824475087225,1.9769439697265625,False,5.887180328369141,8.739386248635128e-05,0.014782305806875229,-5.13076114654541,False,4.141862869262695,0.004739479678391945,0.014113823359366506,-1.7453174591064453,-7.107705116271973
Zelenchukskaya, Russia,Brazil,geography,0.0972185879945755,0.0002713233698159456,5.881405830383301,True,5.09243106842041,0.002459421521052718,0.0005900326650589705,1.4275035858154297,False,3.640434741973877,0.09475916647352278,0.0003187092952430248,-1.4519963264465332,-4.453902244567871
Paulus Manutius, Rome,Milan,geography,0.046131718903779984,0.004062924068421125,2.429597854614258,True,6.419073104858398,3.114092760370113e-05,1.0432769386170548e-06,3.3961567878723145,False,3.50992488861084,0.04610057797617628,-0.004061880791482508,-2.9091482162475586,0.9665589332580566
Windows 1.0, Microsoft,Google,science,0.5056636333465576,0.00036446654121391475,7.23519229888916,True,3.472227096557617,0.004916333127766848,0.00241617183201015,0.7103786468505859,False,4.359335422515869,0.5007473002187908,0.002051705290796235,0.887108325958252,-6.524813652038574
Sony Alpha 77, Sony,Nissan,science,0.20872996747493744,3.180524436174892e-05,8.789165496826172,True,6.027850151062012,0.005715536419302225,0.004596317186951637,0.21793270111083984,False,3.9585678577423096,0.2030144310556352,0.004564511942589888,-2.069282293319702,-8.571232795715332
Intel 8008, Intel,Airbus,other,0.263994038105011,4.4410871851141565e-06,10.992782592773438,True,3.3216922283172607,0.015771949663758278,0.01248640101402998,0.23359298706054688,False,3.2014222145080566,0.2482220884412527,0.012481959926844866,-0.1202700138092041,-10.75918960571289
Irina Shayk, Russian,French,language,0.09635528922080994,0.008025684393942356,2.4853954315185547,True,5.705198287963867,0.22742748260498047,0.0036240327171981335,4.139244079589844,True,4.642610549926758,-0.13107219338417053,-0.004401651676744223,-1.0625877380371094,1.653848648071289
"Henry Somerset, 7th Duke of Beaufort", London,Oslo,geography,0.0768195241689682,4.4740088924299926e-05,7.4483442306518555,True,4.081569671630859,7.487070979550481e-05,0.0010189692256972194,-2.6107840538024902,False,4.657393455505371,0.0767446534591727,0.0009742291367729194,0.5758237838745117,-10.059128284454346
Soviet Union, Russian,English,language,0.12495587766170502,0.024627314880490303,1.6241044998168945,True,5.496176242828369,0.3421384394168854,0.004421781282871962,4.348672866821289,True,4.226185321807861,-0.21718256175518036,-0.02020553359761834,-1.2699909210205078,2.7245683670043945
IKA-Renault Torino, Renault,Toyota,science,0.08410602062940598,0.0017380532808601856,3.879312515258789,True,5.767086029052734,0.01448786724358797,0.0023867383133620024,1.8033838272094727,False,5.107275009155273,0.069618153385818,0.0006486850325018167,-0.6598110198974609,-2.0759286880493164
North Macedonia, Macedonia,French,other,0.009283340536057949,2.8887334337923676e-05,5.772573471069336,False,3.1165401935577393,0.0014856099151074886,0.0011665624333545566,0.24176406860351562,False,5.005344390869141,0.0077977306209504604,0.0011376750990166329,1.8888041973114014,-5.53080940246582
Yasutaka Nakata, Japan,Italy,nationality,0.1776426136493683,0.009409865364432335,2.9380149841308594,True,4.2622294425964355,0.005291723646223545,0.004689951427280903,0.12072181701660156,False,5.138627052307129,0.17235089000314474,-0.004719913937151432,0.8763976097106934,-2.817293167114258
Jacques Cazotte, French,Italian,other,0.0730813518166542,8.617894491180778e-05,6.742902755737305,True,0.9626592397689819,0.001105417381040752,0.00018262441153638065,1.800546646118164,False,4.41569185256958,0.07197593443561345,9.644546662457287e-05,3.453032612800598,-4.942356109619141
Dilma Rousseff, Brazil,India,nationality,0.7495155334472656,0.00013593980111181736,8.614970207214355,True,1.6965172290802002,0.0005810785223729908,0.0012604458024725318,-0.7743349075317383,False,5.060961723327637,0.7489344549248926,0.0011245060013607144,3.3644444942474365,-9.389305114746094
Husayn ibn Ali, Islam,Judaism,other,0.19975285232067108,0.002461136318743229,4.396457672119141,True,3.787753105163574,0.034066226333379745,0.0019413543632254004,2.8649206161499023,True,4.685425281524658,0.16568662598729134,-0.0005197819555178285,0.897672176361084,-1.5315370559692383
Nokia N80, Nokia,Apple,other,0.493320494890213,0.001280467608012259,5.9539337158203125,True,3.830709457397461,0.007923631928861141,0.0026864097453653812,1.081644058227539,False,4.395864963531494,0.48539686296135187,0.0014059421373531222,0.5651555061340332,-4.872289657592773
Adobe Bridge, Adobe,Microsoft,science,0.38558894395828247,0.039604153484106064,2.2758378982543945,True,4.141897678375244,0.0027038343250751495,0.0008041359251365066,1.2126579284667969,False,4.5100908279418945,0.3828851096332073,-0.03880001755896956,0.3681931495666504,-1.0631799697875977
Norfolk State University, Virginia,California,other,0.016934560611844063,6.304959242697805e-05,5.5931901931762695,True,3.4810168743133545,0.006751092616468668,0.0010843434138223529,1.8287296295166016,False,3.7943992614746094,0.010183467995375395,0.0010212938213953748,0.3133823871612549,-3.764460563659668
Microsoft Office Mobile, Microsoft,Adobe,science,0.4071393609046936,0.0011210199445486069,5.894916534423828,True,3.6323137283325195,0.012440476566553116,0.0006221809890121222,2.9954795837402344,False,4.826611518859863,0.3946988843381405,-0.0004988389555364847,1.1942977905273438,-2.8994369506835938
Louis Darquier de Pellepoix, French,Greek,other,0.05582622066140175,2.5994439056375995e-05,7.672116279602051,True,1.0177361965179443,0.0001491754810558632,4.607554728863761e-05,1.1748409271240234,False,3.6915526390075684,0.055677045180345885,2.0081108232261613e-05,2.673816442489624,-6.497275352478027
Chevrolet Nomad, Chevrolet,Cadillac,science,0.04195261001586914,0.0010409128153696656,3.6964426040649414,True,6.47550630569458,0.009405629709362984,0.025316419079899788,-0.9901447296142578,False,3.883498430252075,0.03254698030650616,0.024275506264530122,-2.592007875442505,-4.686587333679199
BMW 700, BMW,Fiat,science,0.5194562077522278,0.00012599819456227124,8.324270248413086,True,3.0418944358825684,0.015166946686804295,0.006208743434399366,0.8931598663330078,False,4.355452060699463,0.5042892610654235,0.006082745239837095,1.3135576248168945,-7.431110382080078
Antoine Augustin Calmet, French,Russian,language,0.15122835338115692,0.0003203435626346618,6.15715217590332,True,5.174371719360352,0.34019380807876587,0.0023776753805577755,4.96339225769043,True,4.449976444244385,-0.18896545469760895,0.0020573318179231137,-0.7243952751159668,-1.1937599182128906
Hendrikus Colijn, Dutch,Russian,other,0.21473243832588196,3.3962238376261666e-05,8.751898765563965,True,1.2888500690460205,3.9136179111665115e-05,0.00032181074493564665,-2.1069159507751465,False,5.013455867767334,0.2146933021467703,0.000287848506559385,3.7246057987213135,-10.858814716339111
Kalanithi Maran, India,Australia,nationality,0.11388057470321655,0.009993663989007473,2.433198928833008,True,4.439462184906006,0.00013673804642166942,0.0006089182570576668,-1.493617057800293,False,3.836907148361206,0.11374383665679488,-0.009384745731949806,-0.6025550365447998,-3.926815986633301
Chevrolet Corvette C6, Chevrolet,IBM,other,0.07137812674045563,6.99461543263169e-06,9.230606079101562,True,4.3134765625,0.0007781569729559124,0.0002328505361219868,1.2065315246582031,False,5.532841205596924,0.07059996976749972,0.00022585592068935512,1.2193646430969238,-8.02407455444336
Harvard Law School, Cambridge,Gujarat,geography,0.5030519366264343,2.8933879736570134e-09,18.97377586364746,True,1.8816896677017212,0.0003706267161760479,0.002383438404649496,-1.8611040115356445,False,2.7706141471862793,0.5026813099102583,0.0023834355112615224,0.8889244794845581,-20.834879875183105
Arturo Rodas, Ecuador,France,nationality,0.03919633850455284,0.00215938501060009,2.8987598419189453,True,3.753474473953247,8.27646508696489e-05,0.003653269726783037,-3.787376880645752,False,5.076940536499023,0.03911357385368319,0.0014938847161829472,1.3234660625457764,-6.686136722564697
Michel Zevaco, French,Serbian,language,0.2271248698234558,0.002400763565674424,4.549713134765625,True,4.553506851196289,0.05847722664475441,0.043574947863817215,0.2941551208496094,True,5.27820348739624,0.1686476431787014,0.04117418429814279,0.7246966361999512,-4.255558013916016
Chicago Midway International Airport, Chicago,Andrew,other,0.0487707145512104,0.000622644554823637,4.360909461975098,True,2.9812378883361816,0.00052789063192904,0.001526778331026435,-1.062026023864746,False,0.45273149013519287,0.048242823919281363,0.0009041337762027979,-2.5285063982009888,-5.422935485839844
Google Pay Send, Google,Sega,other,0.23968730866909027,5.6139083426387515e-06,10.661843299865723,True,3.839205026626587,0.006340485531836748,0.0029915906488895416,0.7511501312255859,False,3.9089064598083496,0.23334682313725352,0.002985976740546903,0.0697014331817627,-9.910693168640137
Ernest Picard, French,English,other,0.10016773641109467,0.20522119104862213,-0.7172422409057617,True,4.184586524963379,0.0018512773094698787,0.0032432698644697666,-0.5607061386108398,False,5.08903694152832,0.09831645910162479,-0.20197792118415236,0.9044504165649414,0.15653610229492188
Sony Mavica, Sony,Dodge,other,0.08340226858854294,2.3737065930617973e-06,10.466978073120117,True,4.364351272583008,0.0024020664859563112,0.014774062670767307,-1.8165435791015625,False,2.984022378921509,0.08100020210258663,0.014771688964174245,-1.380328893661499,-12.28352165222168
Pierre Marie Auguste Broussonet, Paris,Vienna,geography,0.06032099947333336,0.00010836582805495709,6.321922779083252,True,5.787211894989014,0.0005764451343566179,0.00014633535465691239,1.3709793090820312,False,4.340860366821289,0.05974455433897674,3.7969526601955295e-05,-1.4463515281677246,-4.950943470001221
Robert Erskine Childers, Ireland,France,nationality,0.02235126867890358,0.016556881368160248,0.3000812530517578,True,4.169785022735596,0.00014968379400670528,0.002062784740701318,-2.6232872009277344,False,5.0860395431518555,0.022201584884896874,-0.01449409662745893,0.9162545204162598,-2.923368453979492
Arvid Lindman, Sweden,Canada,nationality,0.18520081043243408,0.016127804294228554,2.4408960342407227,True,3.4919369220733643,3.968492819694802e-05,0.0009594389703124762,-3.1853771209716797,False,5.3145246505737305,0.18516112550423713,-0.015168365323916078,1.8225877285003662,-5.626273155212402
Le Quotidien de Paris, French,German,other,0.045202549546957016,0.00033114125835709274,4.916363716125488,True,4.8171796798706055,0.03559814393520355,0.0022426890209317207,2.764617919921875,True,4.172111511230469,0.009604405611753464,0.001911547762574628,-0.6450681686401367,-2.1517457962036133
Bayerischer Rundfunk, Munich,Bangalore,other,0.04409080743789673,3.0304277970572002e-05,7.282717227935791,True,4.456945419311523,0.0007999871741048992,0.008186744526028633,-2.3256759643554688,False,3.193359613418579,0.04329082026379183,0.008156440248058061,-1.2635858058929443,-9.60839319229126
Chevrolet Corvette C2, Chevrolet,Boeing,other,0.06834589689970016,5.030331521993503e-05,7.214266300201416,True,4.760332107543945,0.003794151358306408,0.0022602477110922337,0.5179862976074219,False,3.1387534141540527,0.06455174554139376,0.0022099443958722986,-1.6215786933898926,-6.696280002593994
Nokia 3310, Nokia,Toyota,other,0.5117635130882263,1.692067780822981e-05,10.317081451416016,True,3.515592575073242,0.004530749283730984,0.00021100917365401983,3.0667409896850586,False,5.263370990753174,0.5072327638044953,0.00019408849584579002,1.7477784156799316,-7.250340461730957
Jean-Pierre Marielle, French,Russian,other,0.6857052445411682,0.0041298470459878445,5.112207412719727,True,2.039313316345215,0.00864704605191946,0.003198409453034401,0.9945640563964844,False,5.175128936767578,0.6770581984892488,-0.0009314375929534435,3.1358156204223633,-4.117643356323242
"Sir James Whitehead, 1st Baronet", London,Florida,other,0.021045036613941193,2.693091482797172e-05,6.661145210266113,True,5.328978538513184,0.0003380616835784167,0.0004786622303072363,-0.3477668762207031,False,4.99489688873291,0.020706974930362776,0.0004517313154792646,-0.33408164978027344,-7.008912086486816
iTunes Radio, Apple,Microsoft,other,0.4685828685760498,0.020740073174238205,3.117645263671875,True,3.0215940475463867,0.013479865156114101,0.010699920356273651,0.23096084594726562,False,3.9489049911499023,0.4551030034199357,-0.010040152817964554,0.9273109436035156,-2.8866844177246094
Michel Onfray, French,English,other,0.007114675361663103,1.5546274880762212e-05,6.126093864440918,True,0.9011315107345581,0.005096712149679661,0.001445779693312943,1.2599468231201172,False,5.31561279296875,0.0020179632119834423,0.0014302334184321808,4.414481282234192,-4.866147041320801
Thiago Soares Alves, Brazil,Bangladesh,nationality,0.34063172340393066,4.679683115682565e-06,11.195326805114746,True,2.957366466522217,4.908431583316997e-05,2.94352721539326e-05,0.5113458633422852,False,4.067315101623535,0.3405826390880975,2.4755589038250037e-05,1.1099486351013184,-10.683980941772461
Battle of Jerusalem, Jerusalem,Finland,geography,0.0866163820028305,4.566281859297305e-06,9.850544929504395,True,3.256457805633545,4.383963096188381e-05,0.010748442262411118,-5.501978397369385,False,2.944164752960205,0.08657254237186862,0.01074387598055182,-0.31229305267333984,-15.35252332687378
Princess Elisabeth of Denmark, Denmark,Japan,nationality,0.05515579879283905,0.002988754538819194,2.9153051376342773,True,4.153192520141602,3.95176321035251e-05,0.0009472706587985158,-3.176837921142578,False,4.557905673980713,0.055116281160735525,-0.002041483880020678,0.40471315383911133,-6.0921430587768555
Thomas Macdonald-Paterson, Australia,Venezuela,nationality,0.011506329290568829,0.0009770990582183003,2.466064453125,False,3.9492268562316895,8.843620889820158e-05,0.0007388370577245951,-2.122796058654785,False,5.202860355377197,0.011417893081670627,-0.00023826200049370527,1.2536334991455078,-4.588860511779785
Eli Maor, Israel,Portsmouth,other,0.043565720319747925,4.693476148531772e-05,6.8332672119140625,True,5.84485387802124,5.532996874535456e-05,0.0035236242692917585,-4.1539306640625,False,4.752434730529785,0.04351039035100257,0.003476689507806441,-1.092419147491455,-10.987197875976562
Jean Foyer, French,English,language,0.3978433310985565,0.02170300856232643,2.9086074829101562,True,4.25726318359375,0.5092782378196716,0.002290517557412386,5.404216766357422,True,3.518923044204712,-0.11143490672111511,-0.019412491004914045,-0.7383401393890381,2.4956092834472656
Teen Mom, MTV,HBO,other,0.30812957882881165,0.0050314804539084435,4.114806175231934,True,3.642949342727661,0.00015743645781185478,0.00020300534379202873,-0.2542104721069336,False,3.9041926860809326,0.3079721423709998,-0.004828475110116415,0.2612433433532715,-4.369016647338867
13 September 2008 Delhi bombings, Delhi,Pasadena,geography,0.07394850254058838,1.0185473911406007e-05,8.890161514282227,True,5.096482276916504,0.002197852125391364,0.0001848167594289407,2.4758710861206055,False,3.1265101432800293,0.07175065041519701,0.0001746312855175347,-1.9699721336364746,-6.414290428161621
Art mac Cuinn, Ireland,Switzerland,nationality,0.10922949016094208,0.004539277870208025,3.180683135986328,True,4.147454261779785,0.00021367750014178455,0.0014846713747829199,-1.9384808540344238,False,5.4250006675720215,0.1090158126608003,-0.003054606495425105,1.2775464057922363,-5.119163990020752
Bundesautobahn 24, Germany,Google,other,0.08089262247085571,0.0004973706672899425,5.0915422439575195,True,4.551613807678223,0.001013066153973341,0.005553392693400383,-1.7014274597167969,False,4.388434886932373,0.07987955631688237,0.0050560220261104405,-0.1631789207458496,-6.792969703674316
