sentence1,sentence2,label,target,nes,log_prob_aff,log_prob_neg,failure
Force majeure events excuse both parties from their contractual obligations,Force majeure event happens and one party isn't excused from their obligations,1, obligations,3.5922718793153763,-0.19939129054546356,-3.79166316986084,True
"If a person is found guilty of fraud, they can be ordered to pay a fine.",A person is found guilty of fraud and they cannot be ordered to pay a fine.,1,.,-2.5044857263565063,-3.3370795249938965,-0.8325937986373901,False
All disputes arising out of this contract shall be resolved through arbitration,Dispute arises unrelated to contract but still goes through arbitration for resolution,0, arbitration,3.7903456687927246,-1.143012523651123,-4.933358192443848,True
"If you submit your timesheet on time, your salary will be processed.",You submit your timesheet on time and your salary will not be processed.,1,.,-0.8982453346252441,-2.613954782485962,-1.7157094478607178,False
"If you comply with company policies, you will have job security.","If you do not comply with company policies, you will have job security.",0,.,0.7900440692901611,-1.6536126136779785,-2.4436566829681396,True
"If a person is found guilty of identity theft, they can be sentenced to prison.","If a person is not found guilty of identity theft, they cannot be sentenced to prison.",0,.,-2.224461317062378,-3.1592347621917725,-0.9347734451293945,False
"If a law is passed, it becomes enforceable.","If a law is not passed, it does not become enforceable.",0,.,-0.5201166868209839,-1.645242691040039,-1.1251260042190552,False
"If an employer discriminates against an employee, they can be sued.",An employer discriminates against an employee and they cannot be sued.,1,.,0.03294658660888672,-2.1334939002990723,-2.166440486907959,True
"If you use your turn signals, other drivers will be aware of your intentions.","If you do not use your turn signals, other drivers will be aware of your intentions.",0,.,-0.020048856735229492,-0.9027390480041504,-0.8826901912689209,False
"If a party fails to meet obligations under this agreement, it may result in contract termination.",Both parties fulfill their obligations yet the contract gets terminated anyway.,0,.,-0.4617358446121216,-1.1972169876098633,-0.7354811429977417,False
"If a person is found guilty of forgery, they can be sentenced to prison.",A person is found guilty of forgery and they cannot be sentenced to prison.,1,.,-2.425346612930298,-3.484534740447998,-1.0591881275177002,False
"If a person is found guilty of obstruction of justice, they can be sentenced to prison.","If a person is not found guilty of obstruction of justice, they cannot be sentenced to prison.",0,.,-2.398584485054016,-3.40580153465271,-1.0072170495986938,False
Rent must be paid on the first day of each month or late fees apply,Rent is not paid on the first day but no late fee applies,0, apply,2.799980640411377,-3.6938552856445312,-6.493835926055908,True
"If a person is found guilty of kidnapping, they can be sentenced to prison.","If a person is not found guilty of kidnapping, they cannot be sentenced to prison.",0,.,-2.0450121760368347,-2.968714714050293,-0.9237025380134583,False
"If a person is found guilty of human trafficking, they can be sentenced to prison.",A person is found guilty of human trafficking and they cannot be sentenced to prison.,1,.,-2.0109035968780518,-2.996584177017212,-0.9856805801391602,False
"If a person is found guilty of tax fraud, they can be ordered to pay back taxes.",A person is found guilty of tax fraud and they cannot be ordered to pay back taxes.,1,.,-1.3069244623184204,-2.387617349624634,-1.0806928873062134,False
"If you maintain a safe distance from other vehicles, you will reduce the risk of collisions.",You maintain a safe distance from other vehicles and you will not reduce the risk of collisions.,1,.,-0.1706249713897705,-1.317523717880249,-1.1468987464904785,False
"If a client cancels the service within the trial period, no charges will be applied.",The client doesn't cancel during trial yet doesn't get charged afterward either.,0,.,-0.3085971474647522,-0.8923150300979614,-0.5837178826332092,False
A deposit refund will be given if cancellation occurs within days of booking.,Cancellation happens after day period but a refund is still provided for deposit payment.,0,.,-0.13490211963653564,-1.3092141151428223,-1.1743119955062866,False
"If someone is found guilty, they will be sentenced.","If someone is not found guilty, they are not sentenced.",0,.,-2.290067434310913,-4.37850284576416,-2.088435411453247,False
"If an author doesn't deliver their manuscript by the deadline, they may lose their advance payment.",An author misses their manuscript deadline but doesn't lose their advance payment.,1,.,0.128135085105896,-1.1101911067962646,-1.2383261919021606,True
"If a person is found guilty of embezzlement, they can be sentenced to prison.","If a person is not found guilty of embezzlement, they cannot be sentenced to prison.",0,.,-2.3095083236694336,-3.3072192668914795,-0.9977109432220459,False
"If a person is found guilty of tax evasion, they can be sentenced to prison.","If a person is not found guilty of tax evasion, they cannot be sentenced to prison.",0,.,-2.191093921661377,-3.1889586448669434,-0.9978647232055664,False
"If a student does not maintain satisfactory academic progress, financial aid may be revoked.",A student maintains satisfactory academic progress yet loses their financial aid anyway.,0,.,-0.4094908833503723,-1.073103427886963,-0.6636125445365906,False
"If a person is found guilty of securities fraud, they can be ordered to pay restitution.",A person is found guilty of securities fraud and they cannot be ordered to pay restitution.,1,.,-0.9016026854515076,-1.8410736322402954,-0.9394709467887878,False
"If a person is found guilty of hate crime, they can be sentenced to prison.","If a person is not found guilty of hate crime, they cannot be sentenced to prison.",0,.,-1.8169545531272888,-2.732917070388794,-0.9159625172615051,False
"If an employee is found to have violated non-compete terms, legal action may follow.",An employee violates non-compete terms and faces no legal action,1,.,10.26537811756134,-0.5314215421676636,-10.796799659729004,True
"If a person files a false insurance claim, they can be charged with fraud.",A person files a false insurance claim and they cannot be charged with fraud.,1,.,-0.14457476139068604,-1.4276882410049438,-1.2831134796142578,False
"If you are charged with a crime, you have the right to a lawyer.",You are charged with a crime and you do not have the right to a lawyer.,1,.,-0.36716142296791077,-0.7653798460960388,-0.39821842312812805,False
"If a person is charged with a crime, they have the right to a speedy trial.",A person is charged with a crime and they do not have the right to a speedy trial.,1,.,0.36915504932403564,-1.0077191591262817,-1.3768742084503174,True
"If a person is found in contempt of court, they can be fined or jailed.","If a person is not found in contempt of court, they cannot be fined or jailed.",0,.,-0.7762720584869385,-1.909940242767334,-1.1336681842803955,False
"If a person is found guilty of domestic violence, they can be issued a restraining order.","If a person is not found guilty of domestic violence, they cannot be issued a restraining order.",0,.,-0.5163363218307495,-1.6676892042160034,-1.151352882385254,False
"If a person is found guilty of domestic violence, they can be issued a restraining order.",A person is found guilty of domestic violence and they cannot be issued a restraining order.,1,.,-0.6251585483551025,-1.6676892042160034,-1.0425306558609009,False
"If you update your will, your estate will be distributed according to your wishes.","If you do not update your will, your estate will be distributed according to your wishes.",0,.,-0.04299044609069824,-0.5709187984466553,-0.527928352355957,False
The client may terminate the contract if services are unsatisfactory.,Services are unsatisfactory but the client doesn't terminate the contract.,1,.,-0.03945636749267578,-1.2180125713348389,-1.178556203842163,False
"If a dispute arises from this agreement, it will be resolved by mediation first.",A dispute arises from this agreement but it's taken directly to court without mediation first,1,.,-0.19436782598495483,-0.8794863820075989,-0.685118556022644,False
"If a person is arrested, they have the right to remain silent.","If a person is not arrested, they have the right to remain silent.",0,.,-0.08356666564941406,-1.4298264980316162,-1.3462598323822021,False
"If a person signs a contract, they are legally bound to fulfill its terms.",A person signs a contract and they are not legally bound to fulfill its terms.,1,.,-0.23074007034301758,-0.9243818521499634,-0.6936417818069458,False
"If a person is found guilty of blackmail, they can be ordered to pay restitution.","If a person is not found guilty of blackmail, they cannot be ordered to pay restitution.",0,.,-0.6282932758331299,-1.632749319076538,-1.0044560432434082,False
"If a person files a false insurance claim, they can be charged with fraud.","If a person does not file a false insurance claim, they cannot be charged with fraud.",0,.,-0.2975848913192749,-1.4276882410049438,-1.130103349685669,False
"If a person is found guilty of murder, they can be sentenced to life in prison.",A person is found guilty of murder and they cannot be sentenced to life in prison.,1,.,-0.3628826141357422,-1.4502480030059814,-1.0873653888702393,False
"If a person is found guilty of racketeering, they can be ordered to forfeit assets.",A person is found guilty of racketeering and they cannot be ordered to forfeit assets.,1,.,-1.152333378791809,-2.314560890197754,-1.1622275114059448,False
"If you file for divorce, the court will review your case.","If you do not file for divorce, the court will review your case.",0,.,-0.14824748039245605,-1.678816795349121,-1.530569314956665,False
The buyer must inspect the goods upon delivery and report any defects within hours.,The buyer inspects the goods but does not report defects within the required hour window.,1,.,-0.7694435715675354,-1.7478951215744019,-0.9784515500068665,False
"If a person is found guilty of hacking, they can be sentenced to prison.",A person is found guilty of hacking and they cannot be sentenced to prison.,1,.,-1.9317816495895386,-3.060476779937744,-1.1286951303482056,False
"If someone testifies falsely, they are guilty of perjury.",Someone testifies falsely and they are not guilty of perjury.,1,.,0.04205155372619629,-0.6536685228347778,-0.6957200765609741,True
The contractor must obtain necessary permits before starting work on-site.,The contractor starts work on-site without obtaining necessary permits.,1,.,0.7182600498199463,-0.9339562654495239,-1.6522163152694702,True
"If a person has a restraining order against them, they must stay away from the protected party.","If a person does not have a restraining order against them, they do not need to stay away from the protected party.",0,.,-0.5455509424209595,-1.7624084949493408,-1.2168575525283813,False
"If the restaurant's food safety rating falls below a certain threshold, it may be shut down.",The restaurant maintains a high food safety rating yet is still forced to close without explanation.,0,.,-0.16979968547821045,-0.9132672548294067,-0.7434675693511963,False
"If any party breaches this agreement, it can be terminated immediately",A party breaches this agreement but it isn't terminated immediately,1, immediately,1.9530484676361084,-3.0836822986602783,-5.036730766296387,True
"If a person is found guilty of animal cruelty, they can be ordered to pay a fine.",A person is found guilty of animal cruelty and they cannot be ordered to pay a fine.,1,.,-2.589522421360016,-3.336752414703369,-0.7472299933433533,False
"If a speaker cancels their conference appearance, a replacement will be arranged.",The speaker doesn't cancel their appearance but the organizer still arranges an unnecessary replacement.,0,.,-0.16821277141571045,-1.2344733476638794,-1.066260576248169,False
"If you attend family therapy, your relationships may improve.","If you do not attend family therapy, your relationships may improve.",0,.,-0.1346677541732788,-1.1436039209365845,-1.0089361667633057,False
"If you meet your sales targets, you will receive a bonus.","If you do not meet your sales targets, you will receive a bonus.",0,.,-0.25341272354125977,-2.49873423576355,-2.24532151222229,False
"If you drive under the influence of alcohol, your license will be suspended.","If you do not drive under the influence of alcohol, your license will be suspended.",0,.,-0.1339280605316162,-1.3831150531768799,-1.2491869926452637,False
"If a witness is credible, their testimony is reliable.",A witness is credible and their testimony is not reliable.,1,.,-0.15211641788482666,-0.7461519241333008,-0.5940355062484741,False
The buyer must inspect the goods upon delivery and report any defects within hours.,The buyer reports defects even though they inspected and found no issues with delivered goods.,0,.,-1.2422068119049072,-1.7478951215744019,-0.5056883096694946,False
"If a person is found guilty of counterfeiting, they can be ordered to pay restitution.","If a person is not found guilty of counterfeiting, they cannot be ordered to pay restitution.",0,.,-0.8033761978149414,-1.8288654088974,-1.0254892110824585,False
"If a person is found not guilty by reason of insanity, they can be committed to a mental institution.",A person is found not guilty by reason of insanity and they cannot be committed to a mental institution.,1,.,-0.2076621651649475,-1.1449923515319824,-0.9373301863670349,False
Changes to project scope require written approval from both parties,Changes occur to project scope without written approval from both parties,1, parties,-0.6564254760742188,-4.4715776443481445,-3.815152168273926,False
"If you pay child support, the child's needs will be financially covered.","If you do not pay child support, the child's needs will be financially covered.",0,.,0.10256147384643555,-1.132165789604187,-1.2347272634506226,True
"If you steal something, you are a thief.","If you do not steal something, you are not a thief.",0,.,-0.0007787942886352539,-0.5777776837348938,-0.5769988894462585,False
A deposit refund will be given if cancellation occurs within days of booking.,Cancellation occurs within days and no deposit refund is given.,1,.,-0.45693105459213257,-1.3092141151428223,-0.8522830605506897,False
"If a person is found guilty of a misdemeanor, they can be sentenced to jail.",A person is found guilty of a misdemeanor and they cannot be sentenced to jail.,1,.,-2.0605071783065796,-3.4723587036132812,-1.4118515253067017,False
"If a contract is breached, the injured party can sue.","If a contract is not breached, the injured party can sue.",0,.,-0.11699628829956055,-3.4900569915771484,-3.373060703277588,False
"If a person is found guilty of credit card fraud, they can be ordered to pay restitution.",A person is found guilty of credit card fraud and they cannot be ordered to pay restitution.,1,.,-0.9278010129928589,-1.8346987962722778,-0.906897783279419,False
"If a person is found guilty of conspiracy, they can be sentenced to prison.",A person is found guilty of conspiracy and they cannot be sentenced to prison.,1,.,-2.075385570526123,-3.3394360542297363,-1.2640504837036133,False
"If a person is found guilty of hate crime, they can be sentenced to prison.",A person is found guilty of hate crime and they cannot be sentenced to prison.,1,.,-1.6599788665771484,-2.732917070388794,-1.0729382038116455,False
"If a person is found guilty of child abuse, they can lose custody of their child.",A person is found guilty of child abuse and they cannot lose custody of their child.,1,.,-0.38167452812194824,-1.668389916419983,-1.2867153882980347,False
"If a person is found guilty of copyright infringement, they can be ordered to pay damages.","If a person is not found guilty of copyright infringement, they cannot be ordered to pay damages.",0,.,-1.1943836212158203,-2.2917280197143555,-1.0973443984985352,False
The business shall provide proper safety training to employees,Business provides safety training but it's deemed improper by standards,1, employees,3.6253271102905273,-2.108725070953369,-5.7340521812438965,True
Rent must be paid on the first day of each month or late fees apply,Rent is paid on the first day of the month and late fees still apply,1, apply,-3.6175079867243767,-3.6938552856445312,-0.07634729892015457,False
"If a refund request is submitted before product delivery, a full refund will be issued",Refund request submitted after product delivery and still a full refund gets issued,0, issued,3.4372116327285767,-1.6838964223861694,-5.121108055114746,True
"If a person is found guilty of obstruction of justice, they can be sentenced to prison.",A person is found guilty of obstruction of justice and they cannot be sentenced to prison.,1,.,-2.360419511795044,-3.40580153465271,-1.045382022857666,False
"If both parties agree to an extension, deadlines can be extended","If one party does not agree to an extension, deadlines cannot be extended",0, extended,2.180722236633301,-2.39381742477417,-4.574539661407471,True
"If the employee does not meet sales targets, commission rates will be adjusted.",The employee meets or exceeds sales targets yet their commission rates are still adjusted downward.,0,.,-0.7688338756561279,-1.8805592060089111,-1.1117253303527832,False
"If a person is found guilty of selling counterfeit goods, they can be ordered to pay restitution.","If a person is not found guilty of selling counterfeit goods, they cannot be ordered to pay restitution.",0,.,-0.7629984617233276,-1.809749960899353,-1.0467514991760254,False
"If a person is found guilty of assault, they can be ordered to pay damages.",A person is found guilty of assault and they cannot be ordered to pay damages.,1,.,-1.021651268005371,-2.0857133865356445,-1.0640621185302734,False
"If a defendant is acquitted, they cannot be retried for the same crime.",A defendant is acquitted and they can be retried for the same crime.,1,.,0.022333621978759766,-0.950559139251709,-0.9728927612304688,True
"If a person is evicted, they must leave their residence.",A person is evicted and they do not need to leave their residence.,1,.,-0.3838609457015991,-2.083197593688965,-1.6993366479873657,False
"If a person is found guilty of intellectual property theft, they can be ordered to pay damages.","If a person is not found guilty of intellectual property theft, they cannot be ordered to pay damages.",0,.,-1.0752875804901123,-2.2662153244018555,-1.1909277439117432,False
"If you have joint custody, you will share decision-making responsibilities.","If you do not have joint custody, you will share decision-making responsibilities.",0,.,-0.05096602439880371,-2.5897645950317383,-2.5387985706329346,False
"If a borrower defaults on their loan, the lender may seize collateral.",The borrower defaults on their loan but the lender does not seize collateral.,1,.,-1.255238652229309,-2.6157307624816895,-1.3604921102523804,False
The business shall provide proper safety training to employees,No safety training provided yet employees already have proper skills in place,0, employees,7.849974155426025,-2.108725070953369,-9.958699226379395,True
Studying hard will result in good grades,Studying hard but not getting good grades,1, grades,-0.10252052545547485,-0.6115409135818481,-0.5090203881263733,False
"If a person is found guilty of securities fraud, they can be ordered to pay restitution.","If a person is not found guilty of securities fraud, they cannot be ordered to pay restitution.",0,.,-0.7399119138717651,-1.8410736322402954,-1.1011617183685303,False
"If the work isn't completed in time, penalties apply.",The work is completed on time yet penalties still apply.,0,.,0.3335636258125305,-0.84046870470047,-1.1740323305130005,True
"If a person is evicted, they must leave their residence.","If a person is not evicted, they do not need to leave their residence.",0,.,-0.6526002883911133,-2.083197593688965,-1.4305973052978516,False
"If a person commits a crime, they will be punished.","If a person does not commit a crime, they are punished.",0,.,0.10162591934204102,-2.924654483795166,-3.026280403137207,True
"If a customer finds a lower price elsewhere within days, the store will match the price.",The customer doesn't find any lower prices elsewhere but still requests a price reduction.,0,.,-0.7415538430213928,-1.667229175567627,-0.9256753325462341,False
"If you maintain a safe distance from other vehicles, you will reduce the risk of collisions.","If you do not maintain a safe distance from other vehicles, you will reduce the risk of collisions.",0,.,-0.11203563213348389,-1.317523717880249,-1.2054880857467651,False
"If a person is found guilty of kidnapping, they can be sentenced to prison.",A person is found guilty of kidnapping and they cannot be sentenced to prison.,1,.,-1.8533291816711426,-2.968714714050293,-1.1153855323791504,False
"If a client cancels the service within the trial period, no charges will be applied.",The client cancels the service within the trial period but still gets charged.,1,.,1.7884520292282104,-0.8923150300979614,-2.680767059326172,True
"If a person is convicted of a crime, they have a criminal record.",A person is convicted of a crime and they do not have a criminal record.,1,.,-0.31684809923171997,-1.14841890335083,-0.8315708041191101,False
"If a dispute arises from this agreement, it will be resolved by mediation first.",No dispute arises from this agreement yet parties still engage in mediation,0,.,7.488968551158905,-0.8794863820075989,-8.368454933166504,True
"If subcontractors are used, they must be approved by the client",No subcontractors are used but still need approval from the client,0, client,-0.9535589218139648,-8.464970588684082,-7.511411666870117,False
"If a person is found guilty of racketeering, they can be sentenced to prison.","If a person is not found guilty of racketeering, they cannot be sentenced to prison.",0,.,-2.2592427730560303,-3.2130627632141113,-0.953819990158081,False
"If a person is found guilty of insider trading, they can be sentenced to prison.",A person is found guilty of insider trading and they cannot be sentenced to prison.,1,.,-1.8017387986183167,-2.7817018032073975,-0.9799630045890808,False
Changes to project scope require written approval from both parties,No changes occur to project scope but still need written approval from both parties,0, parties,-0.9971911907196045,-4.4715776443481445,-3.47438645362854,False
"If you exercise regularly and eat healthy, you will lose weight","If you don't exercise regularly and eat healthy, you will lose weight",0, weight,-0.13311177492141724,-0.7674017548561096,-0.6342899799346924,False
"If a refund request is submitted before product delivery, a full refund will be issued",Refund request submitted before product delivery but no refund issued,1, issued,4.2912517786026,-1.6838964223861694,-5.9751482009887695,True
"If a person is found guilty of smuggling, they can be sentenced to prison.","If a person is not found guilty of smuggling, they cannot be sentenced to prison.",0,.,-2.143040418624878,-3.0770161151885986,-0.9339756965637207,False
"If a person is found guilty of animal cruelty, they can be ordered to pay a fine.","If a person is not found guilty of animal cruelty, they cannot be ordered to pay a fine.",0,.,-2.3280798196792603,-3.336752414703369,-1.0086725950241089,False
"If you park in a no-parking zone, your car will be towed.","If you do not park in a no-parking zone, your car will be towed.",0,.,-0.16230034828186035,-1.5525660514831543,-1.390265703201294,False
"If a person is found guilty of arson, they can be sentenced to prison.","If a person is not found guilty of arson, they cannot be sentenced to prison.",0,.,-2.2980453968048096,-3.2510786056518555,-0.9530332088470459,False
"If a person is held in contempt of court, they can be punished.","If a person is not held in contempt of court, they are not punished.",0,.,-2.660614848136902,-4.546154499053955,-1.8855396509170532,False
"If a person is found guilty of tax evasion, they can be sentenced to prison.",A person is found guilty of tax evasion and they cannot be sentenced to prison.,1,.,-2.105228066444397,-3.1889586448669434,-1.0837305784225464,False
"If a person is found guilty of trespassing, they can be ordered to pay a fine.",A person is found guilty of trespassing and they cannot be ordered to pay a fine.,1,.,-2.641973853111267,-3.428532600402832,-0.7865587472915649,False
"If termination occurs without cause, a severance package will be provided.",Termination occurs with cause and still a severance package is provided.,0,.,-0.6813657283782959,-1.9370938539505005,-1.2557281255722046,False
"If a person is convicted of a felony, they lose certain rights.",A person is convicted of a felony and they do not lose certain rights.,1,.,-0.09255421161651611,-1.8255293369293213,-1.7329751253128052,False
"If an author doesn't deliver their manuscript by the deadline, they may lose their advance payment.",An author delivers their manuscript on time yet still loses their advance payment for no apparent reason.,0,.,-0.5639682412147522,-1.1101911067962646,-0.5462228655815125,False
"If a person is granted power of attorney, they can make decisions on behalf of another person.",A person is granted power of attorney and they cannot make decisions on behalf of another person.,1,.,-0.7506471872329712,-2.1627705097198486,-1.4121233224868774,False
"If a search warrant is issued, it must be based on probable cause.","If a search warrant is not issued, it does not need to be based on probable cause.",0,.,-0.3732619881629944,-1.1193408966064453,-0.7460789084434509,False
"If a person is found guilty of racketeering, they can be ordered to forfeit assets.","If a person is not found guilty of racketeering, they cannot be ordered to forfeit assets.",0,.,-0.8531925678253174,-2.314560890197754,-1.4613683223724365,False
"If a person is under arrest, they must be read their Miranda rights.","If a person is not under arrest, they do not need to be read their Miranda rights.",0,.,-0.3079410791397095,-1.3385385274887085,-1.030597448348999,False
"If a person is found guilty of drug possession, they can be sentenced to prison.","If a person is not found guilty of drug possession, they cannot be sentenced to prison.",0,.,-2.27718847990036,-3.2157304286956787,-0.9385419487953186,False
"If a party fails to meet obligations under this agreement, it may result in contract termination.",A party fails to meet obligations and the contract isn't terminated.,1,.,0.32195472717285156,-1.1972169876098633,-1.5191717147827148,True
"If a defendant is acquitted, they cannot be retried for the same crime.","If a defendant is not acquitted, they cannot be retried for the same crime.",0,.,-0.07260555028915405,-0.950559139251709,-0.8779535889625549,False
Taking breaks during work increases productivity,Not taking breaks during work increases productivity,0, productivity,-0.5716140270233154,-3.2167251110076904,-2.645111083984375,False
"If a search warrant is issued, it must be based on probable cause.",A search warrant is issued and it is not based on probable cause.,1,.,-0.260231077671051,-1.1193408966064453,-0.8591098189353943,False
"If a person is found guilty of embezzlement, they can be sentenced to prison.",A person is found guilty of embezzlement and they cannot be sentenced to prison.,1,.,-2.2409825325012207,-3.3072192668914795,-1.0662367343902588,False
"If a person is found guilty of money laundering, they can be ordered to pay a fine.","If a person is not found guilty of money laundering, they cannot be ordered to pay a fine.",0,.,-2.364753484725952,-3.461240530014038,-1.096487045288086,False
"If a person is found guilty of forgery, they can be ordered to pay restitution.","If a person is not found guilty of forgery, they cannot be ordered to pay restitution.",0,.,-0.867292046546936,-1.9995124340057373,-1.1322203874588013,False
"If you park in a no-parking zone, your car will be towed.",You park in a no-parking zone and your car will not be towed.,1,.,-0.8218041062355042,-1.5525660514831543,-0.7307619452476501,False
"If a person is convicted of a felony, they lose certain rights.","If a person is not convicted of a felony, they do not lose certain rights.",0,.,-0.12621521949768066,-1.8255293369293213,-1.6993141174316406,False
"If you have joint custody, you will share decision-making responsibilities.",You have joint custody and you will not share decision-making responsibilities.,1,.,-0.5748310089111328,-2.5897645950317383,-2.0149335861206055,False
"If a person is found guilty of mortgage fraud, they can be ordered to pay restitution.",A person is found guilty of mortgage fraud and they cannot be ordered to pay restitution.,1,.,-0.9214596748352051,-1.827663779258728,-0.906204104423523,False
"If a party fails to provide notice of termination, automatic renewal occurs",A party provides proper notice of termination but still faces automatic renewal.,0, occurs,4.484871864318848,-9.017354011535645,-13.502225875854492,True
All disputes arising out of this contract shall be resolved through arbitration,Dispute arises out of contract yet isn't resolved through arbitration,1, arbitration,1.4130442142486572,-1.143012523651123,-2.5560567378997803,True
"If a person is found guilty of mail fraud, they can be sentenced to prison.","If a person is not found guilty of mail fraud, they cannot be sentenced to prison.",0,.,-2.1069478392601013,-3.039271354675293,-0.9323235154151917,False
"If a person is found guilty of conspiracy, they can be sentenced to prison.","If a person is not found guilty of conspiracy, they cannot be sentenced to prison.",0,.,-2.322532057762146,-3.3394360542297363,-1.0169039964675903,False
"If a person is found guilty of bribery, they can be ordered to pay a fine.","If a person is not found guilty of bribery, they cannot be ordered to pay a fine.",0,.,-2.2572526931762695,-3.2878832817077637,-1.0306305885314941,False
"If a person is found guilty of computer hacking, they can be ordered to pay restitution.",A person is found guilty of computer hacking and they cannot be ordered to pay restitution.,1,.,-0.8814120292663574,-1.783086895942688,-0.9016748666763306,False
"If a person is found guilty of harassment, they can be issued a restraining order.",A person is found guilty of harassment and they cannot be issued a restraining order.,1,.,-0.5410425662994385,-1.6314616203308105,-1.090419054031372,False
"If the client is not satisfied with the final product, revisions will be made.",The client is satisfied with the final product but requests revisions anyway.,0,.,-1.5887318551540375,-2.0437512397766113,-0.45501938462257385,False
"If a person is found guilty of bribery, they can be ordered to pay a fine.",A person is found guilty of bribery and they cannot be ordered to pay a fine.,1,.,-2.524649739265442,-3.2878832817077637,-0.7632335424423218,False
"If a witness is credible, their testimony is reliable.","If a witness is not credible, their testimony is not reliable.",0,.,-0.059311866760253906,-0.7461519241333008,-0.6868400573730469,False
"If a person is found guilty of stalking, they can be issued a restraining order.","If a person is not found guilty of stalking, they cannot be issued a restraining order.",0,.,-0.4612802267074585,-1.6789144277572632,-1.2176342010498047,False
"If a tenant breaks any lease terms, eviction proceedings may commence.",A tenant breaks lease terms but eviction proceedings do not commence.,1,.,-0.018271923065185547,-2.0506129264831543,-2.0323410034179688,False
"If you update your will, your estate will be distributed according to your wishes.",You update your will and your estate will not be distributed according to your wishes.,1,.,-0.06877642869949341,-0.5709187984466553,-0.5021423697471619,False
"If a person is found guilty of forgery, they can be sentenced to prison.","If a person is not found guilty of forgery, they cannot be sentenced to prison.",0,.,-2.3822784423828125,-3.484534740447998,-1.1022562980651855,False
"If a person is granted parole, they can be released from prison early.","If a person is not granted parole, they cannot be released from prison early.",0,.,-0.5162050724029541,-1.9177606105804443,-1.4015555381774902,False
"If a person commits a crime, they will be punished.",A person commits a crime and they are not punished.,1,.,-1.134711503982544,-2.924654483795166,-1.789942979812622,False
"If a person is granted parole, they can be released from prison early.",A person is granted parole and they cannot be released from prison early.,1,.,-0.6619713306427002,-1.9177606105804443,-1.2557892799377441,False
"If a person is found guilty of mortgage fraud, they can be ordered to pay restitution.","If a person is not found guilty of mortgage fraud, they cannot be ordered to pay restitution.",0,.,-0.7744191884994507,-1.827663779258728,-1.0532445907592773,False
"If a person signs a contract, they are legally bound to fulfill its terms.","If a person does not sign a contract, they are not legally bound to fulfill its terms.",0,.,-0.2828493118286133,-0.9243818521499634,-0.6415325403213501,False
"If a person is found guilty of human trafficking, they can be sentenced to prison.","If a person is not found guilty of human trafficking, they cannot be sentenced to prison.",0,.,-2.1205520629882812,-2.996584177017212,-0.8760321140289307,False
"If any party breaches this agreement, it can be terminated immediately",No parties breach this agreement yet it's still terminated immediately,0, immediately,1.4927098751068115,-3.0836822986602783,-4.57639217376709,True
Saving money consistently will help you build wealth,Not saving money consistently will help you build wealth,0, wealth,0.7755610942840576,-3.504321813583374,-4.279882907867432,True
Licenses granted under this agreement shall remain valid unless revoked in writing by licensor,Licenses remain valid even after being revoked in writing by licensor,1,or,0.5907759368419647,-0.33268365263938904,-0.9234595894813538,True
"If a law is unconstitutional, it will be struck down.",A law is unconstitutional and it is not struck down.,1,.,-0.2915494441986084,-1.4016571044921875,-1.110107660293579,False
"If the restaurant's food safety rating falls below a certain threshold, it may be shut down.",The restaurant's food safety rating falls below the threshold but it isn't shut down.,1,.,0.35569822788238525,-0.9132672548294067,-1.268965482711792,True
"If payment isn't received by due date, services may be suspended.",Payment is received by due date but services get suspended anyway.,0,.,-0.9036805629730225,-1.59959077835083,-0.6959102153778076,False
"If a person is found guilty of copyright infringement, they can be ordered to pay damages.",A person is found guilty of copyright infringement and they cannot be ordered to pay damages.,1,.,-1.4116787910461426,-2.2917280197143555,-0.8800492286682129,False
"If a person is found guilty of wage theft, they can be ordered to pay back wages.","If a person is not found guilty of wage theft, they cannot be ordered to pay back wages.",0,.,-1.357810616493225,-2.8256003856658936,-1.4677897691726685,False
"If you follow traffic signals, you will avoid accidents.","If you do not follow traffic signals, you will avoid accidents.",0,.,-0.11841678619384766,-1.2006406784057617,-1.082223892211914,False
"If you exceed the speed limit, you will be fined.","If you do not exceed the speed limit, you will be fined.",0,.,0.2737917900085449,-2.376800775527954,-2.650592565536499,True
"If a party fails to provide notice of termination, automatic renewal occurs",A party fails to provide notice of termination and no automatic renewal occurs.,1, occurs,3.056793212890625,-9.017354011535645,-12.07414722442627,True
"If a person is granted asylum, they can stay in the country legally.","If a person is not granted asylum, they cannot stay in the country legally.",0,.,-0.817681074142456,-2.0874743461608887,-1.2697932720184326,False
"If the client provides all necessary documents, the process is expedited.",The client does not provide all necessary documents and yet the process is expedited.,0,.,-0.2586008310317993,-1.2897377014160156,-1.0311368703842163,False
"If software license fees are not paid annually, access to the software may be revoked.",Software license fees are paid on time yet access to the software is still revoked without reason.,0,.,-0.4615459740161896,-0.9004565477371216,-0.438910573720932,False
"If you obey the traffic rules, you will not be fined.","If you do not obey the traffic rules, you will not be fined.",0,.,0.0007641911506652832,-0.9085205793380737,-0.909284770488739,True
"If an employee is found to have violated non-compete terms, legal action may follow.",An employee complies with non-compete terms but still faces legal action,0,.,8.935089230537415,-0.5314215421676636,-9.466510772705078,True
"If a person is found guilty of DUI, their driver's license can be suspended.","If a person is not found guilty of DUI, their driver's license is not suspended.",0,.,-0.981998085975647,-2.3613877296447754,-1.3793896436691284,False
